signe	nom_propose	hpo_id	label_hpo	n	choix	arbitre	verdict_next	nom_next
Retarded pubic ossification	Delayed pubic bone ossification	HP:0008788	Delayed pubic bone ossification	1	HP:0008788	next:AUTRE Dental retention cyst ?	AUTRE	Dental retention cyst
Retinal achromic patches	Achromatic retinal patches	HP:0009727	Achromatic retinal patches	1	HP:0009727	next:AUTRE Retinal hemangioblastoma ?	AUTRE	Retinal hemangioblastoma
Retinal involvement	Abnormal retinal morphology	HP:0000479	Abnormal retinal morphology	1	NON	next:AUTRE Retinal ischemia ?	AUTRE	Retinal ischemia
Retinal pigment epithelial changes	Abnormal retinal pigmentation	HP:0007703	Abnormal retinal pigmentation	1	HP:0007703	next:AUTRE Abnormal retinal pigmentation ?	AUTRE	Abnormal retinal pigmentation
Retinal pigment epithelial depigmentation	Abnormal retinal pigmentation	HP:0007703	Abnormal retinal pigmentation	1	HP:0007703	next:AUTRE Abnormal retinal pigmentation ?	AUTRE	Abnormal retinal pigmentation
Retinal pigmentation and degeneration	Retinal degeneration	HP:0000546	Retinal degeneration	1	HP:0000546+HP:0007703	next:AUTRE Abnormal retinal pigmentation ?	AUTRE	Abnormal retinal pigmentation
retinal tuft	Abnormal retinal morphology	HP:0000479	Abnormal retinal morphology	1	NON	next:AUTRE Retinal tuft ?	AUTRE	Retinal tuft
retrograde flow in the portal vein	Portal hypertension	HP:0001409	Portal hypertension	1	HP:0001409	next:AUTRE Abnormal portal vein flow ?	AUTRE	Abnormal portal vein flow
retrograde flow in the splenic vein	Portal hypertension	HP:0001409	Portal hypertension	1	HP:0001409	next:AUTRE Abnormal splenic vein flow ?	AUTRE	Abnormal splenic vein flow
Retrolental grayish-yellow fibrovascular masses	Persistent fetal vasculature	HP:0007968	Remnants of the hyaloid vascular system	1	HP:0030744	next:AUTRE Retrolental mass ?	AUTRE	Retrolental mass
Retrolental masses	Persistent hyperplastic primary vitreous	HP:0007968	Remnants of the hyaloid vascular system	1	HP:0030744	next:AUTRE Retrolental mass ?	AUTRE	Retrolental mass
Retrolental masses and intra ocular calcification	Persistent hyperplastic primary vitreous	HP:0007968	Remnants of the hyaloid vascular system	1	HP:0030744	next:AUTRE Intraocular calcification ?	AUTRE	Intraocular calcification
Reverse (posterior apex) bowing of the tibiae and fibulae	Genu varum	HP:0002970	Genu varum	1	HP:0002982+HP:0010502	next:AUTRE Posterior bowing of the tibia ?	AUTRE	Posterior bowing of the tibia
rhizomelic shortening of the upper limbs	Rhizomelia	HP:0008905	Rhizomelia	1	HP:0008905	next:AUTRE Rhizomelic upper limb shortening ?	AUTRE	Rhizomelic upper limb shortening
rhomboid shaped tibia	Hypoplasia of the tibia	HP:0005736	Short tibia	1	PARENT:HP:0002992	next:AUTRE Abnormal tibia morphology ?	AUTRE	Abnormal tibia morphology
Rib callus	Abnormal rib morphology	HP:0000772	Abnormal rib morphology	1	HP:0041159	next:AUTRE Rib fracture ?	AUTRE	Rib fracture
Rib osteosarcoma	Osteosarcoma	HP:0002669	Osteosarcoma	1	HP:0002669	next:AUTRE Osteosarcoma of the rib ?	AUTRE	Osteosarcoma of the rib
Rickets-like metaphyseal changes	Metaphyseal dysplasia	HP:0100255	Metaphyseal dysplasia	1	HP:0003025	next:AUTRE Metaphyseal irregularity ?	AUTRE	Metaphyseal irregularity
rotary eye movements	Abnormal eye movements	HP:0000496	Abnormality of eye movement	1	HP:0000496	next:AUTRE Abnormality of eye movement ?	AUTRE	Abnormality of eye movement
Sacral/coccygeal dimple	Sacral dimple	HP:0000960	Sacral dimple	1	HP:0000960	next:AUTRE Sacrococcygeal dimple ?	AUTRE	Sacrococcygeal dimple
Sad, fixed facies	Narrow palpebral fissures	HP:0045025	Narrow palpebral fissure	1	HP:0002058	next:AUTRE Masked facies ?	AUTRE	Masked facies
Sad, flat, emotionless face	Flat facies	HP:0012368	Flat face	1	HP:0000298	next:AUTRE Masked facies ?	AUTRE	Masked facies
scalloping of vertebrae	Posterior scalloping of vertebral bodies	HP:0005121	Posterior scalloping of vertebral bodies	1	HP:0005121	next:AUTRE Scalloped vertebrae ?	AUTRE	Scalloped vertebrae
Scapholunate fusion	Carpal fusion	HP:0009702	Carpal synostosis	1	HP:0009702	next:AUTRE Fusion of the scaphoid and lunate ?	AUTRE	Fusion of the scaphoid and lunate
Scapulae are square	Abnormal scapula morphology	HP:0000782	Abnormal scapula morphology	1	PARENT:HP:0000782	next:AUTRE Square scapulae ?	AUTRE	Square scapulae
scapular spurring	Scapular exostoses	HP:0000918	Scapular exostoses	1	HP:0000918	next:AUTRE Scapular spur ?	AUTRE	Scapular spur
Schisis of the peripheral retina	Abnormal retinal morphology	HP:0000479	Abnormal retinal morphology	1	HP:0030502	next:AUTRE Retinal schisis ?	AUTRE	Retinal schisis
schizophreniform illness	Schizophrenia	HP:0100753	Schizophrenia	1	HP:0100753	next:AUTRE Schizophreniform disorder ?	AUTRE	Schizophreniform disorder
Scleral necrosis	Scleritis	HP:0100532	Scleritis	1	HP:0100532	next:AUTRE Necrotizing scleritis ?	AUTRE	Necrotizing scleritis
Sclerokeratitis	Keratitis	HP:0000491	Keratitis	1	HP:0000491+HP:0100532	next:AUTRE Sclerokeratitis ?	AUTRE	Sclerokeratitis
Sclerosis of sutures	Abnormality of cranial sutures	HP:0011329	Abnormality of cranial sutures	1	NON	next:AUTRE Craniosynostosis ?	AUTRE	Craniosynostosis
Sclerosis of the epiphyses	Osteosclerosis	HP:0011001	Increased bone mineral density	1	HP:0010583	next:AUTRE Sclerotic epiphyses ?	AUTRE	Sclerotic epiphyses
Sclerosis of the mid-diaphyses of the tubular bones	Osteosclerosis	HP:0011001	Increased bone mineral density	1	HP:0003034	next:AUTRE Sclerotic diaphyses ?	AUTRE	Sclerotic diaphyses
Sclerosis of the neural arches, ribs and clavicles	Osteosclerosis of ribs	HP:0006634	Osteosclerosis of ribs	1	HP:0006634+HP:0100923	next:AUTRE Osteosclerosis of ribs ?	AUTRE	Osteosclerosis of ribs
Sclerosis of the pelvic bones	Osteosclerosis	HP:0011001	Increased bone mineral density	1	HP:6000869	next:AUTRE Sclerotic pelvis ?	AUTRE	Sclerotic pelvis
Sclerotic Changes in Long Bones	Osteosclerosis	HP:0011001	Increased bone mineral density	1	HP:0011001	next:AUTRE Sclerotic long bones ?	AUTRE	Sclerotic long bones
sclerotic epiphyses	Abnormal limb epiphysis morphology	HP:0006505	Abnormal limb epiphysis morphology	1	HP:0010583	next:AUTRE Sclerotic epiphyses ?	AUTRE	Sclerotic epiphyses
Sclerotic pelvic bones	Increased bone mineral density	HP:0011001	Increased bone mineral density	1	HP:6000869	next:AUTRE Sclerotic pelvis ?	AUTRE	Sclerotic pelvis
Sclerotic rarefaction of the spongiosa	Osteosclerosis	HP:0011001	Increased bone mineral density	1	HP:0100671	next:AUTRE Sclerotic trabeculae ?	AUTRE	Sclerotic trabeculae
Sclerotic ribs and clavicles	Osteosclerosis	HP:0011001	Increased bone mineral density	1	HP:0006634+HP:0100923	next:AUTRE Osteosclerosis of ribs ?	AUTRE	Osteosclerosis of ribs
Sector RP	Retinitis pigmentosa	HP:0000510	Rod-cone dystrophy	1	HP:0031172	next:AUTRE Sector retinitis pigmentosa ?	AUTRE	Sector retinitis pigmentosa
Segmental/focal overgrowth	Overgrowth	HP:0001548	Overgrowth	1	HP:0001548	next:AUTRE Segmental overgrowth ?	AUTRE	Segmental overgrowth
seizures in early infancy	Infantile spasms	HP:0012469	Infantile spasms	1	HP:0001250	next:AUTRE Seizures in infancy ?	AUTRE	Seizures in infancy
self-limited epilepsy with centrotemporal spikes	EEG with centrotemporal focal spike waves	HP:0012557	EEG with centrotemporal focal spike waves	1	HP:0012557	next:AUTRE Self-limited epilepsy with centrotemporal spikes ?	AUTRE	Self-limited epilepsy with centrotemporal spikes
Sensory changes in hands and feet	Paresthesia	HP:0003401	Paresthesia	1	HP:0002936	next:AUTRE Abnormality of sensation in the extremities ?	AUTRE	Abnormality of sensation in the extremities
sensory disturbances	Disturbed sensory perception	HP:0010524	Disturbed sensory perception	1	HP:0010524	next:AUTRE Abnormality of sensation in the extremities ?	AUTRE	Abnormality of sensation in the extremities
sensory loss	Distal sensory impairment	HP:0002936	Distal sensory impairment	1	HP:0002936	next:AUTRE Abnormality of sensation in the extremities ?	AUTRE	Abnormality of sensation in the extremities
sensory loss affecting all modalities	Impaired pain sensation	HP:0007328	Impaired pain sensation	1	HP:0003409	next:AUTRE Abnormality of sensation in the extremities ?	AUTRE	Abnormality of sensation in the extremities
sensory manifestations	Disturbed sensory perception	HP:0010524	Disturbed sensory perception	1	HP:0010524	next:AUTRE Abnormality of sensation in the extremities ?	AUTRE	Abnormality of sensation in the extremities
Separation of patellar ossification	Delayed epiphyseal ossification	HP:0002663	Delayed epiphyseal ossification	1	PARENT:HP:0003045	next:AUTRE Bifid patella ?	AUTRE	Bifid patella
Serratus anterior and latissimus dorsi involvement	Shoulder muscle aplasia	HP:0500023	Shoulder muscle aplasia	1	HP:0001435	next:AUTRE Abnormality of the shoulder musculature ?	AUTRE	Abnormality of the shoulder musculature
Severe chronic granulomas of the scalp	Granuloma	HP:0032252	Granuloma	1	NON	next:AUTRE Scalp granuloma ?	AUTRE	Scalp granuloma
Severe defect of cone function	Congenital stationary cone dysfunction	HP:0030637	Congenital stationary cone dysfunction	1	PARENT:HP:0000512	next:AUTRE Abnormal cone electroretinogram ?	AUTRE	Abnormal cone electroretinogram
Severe developmental encephalopathy	Developmental delay	HP:0001263	Global developmental delay	1	HP:0011344	next:AUTRE Developmental encephalopathy ?	AUTRE	Developmental encephalopathy
Severe facial clefting	Cleft lip	HP:0410030	Cleft lip	1	HP:0410030+HP:0000175	next:AUTRE Cleft lip and palate ?	AUTRE	Cleft lip and palate
severe hypoplasia of parietal bones	Abnormal parietal bone morphology	HP:0002696	Abnormal parietal bone morphology	1	PARENT:HP:0002696	next:AUTRE Hypoplasia of the parietal bones ?	AUTRE	Hypoplasia of the parietal bones
Severe liver disease	Liver failure	HP:0001399	Hepatic failure	1	PARENT:HP:0001392	next:AUTRE Abnormal liver morphology ?	AUTRE	Abnormal liver morphology
Severe neurodevelopmental impairment	Intellectual disability	HP:0001249	Intellectual disability	1	HP:0011344	next:AUTRE Global developmental delay ?	AUTRE	Global developmental delay
severe or profound developmental delay/intellectual disability	Intellectual disability	HP:0001249	Intellectual disability	1	HP:0010864	next:AUTRE Profound intellectual disability ?	AUTRE	Profound intellectual disability
severe paraspinal wasting	Muscle atrophy	HP:0003202	Skeletal muscle atrophy	1	HP:0003202	next:AUTRE Paraspinal muscle atrophy ?	AUTRE	Paraspinal muscle atrophy
Severe periodontitis of early onset	Periodontitis	HP:0000704	Periodontitis	1	HP:0000166	next:AUTRE Early-onset periodontitis ?	AUTRE	Early-onset periodontitis
Severe primary nervous system involvement	Abnormality of the nervous system	HP:0000707	Abnormality of the nervous system	1	NON	next:AUTRE Abnormality of the central nervous system ?	AUTRE	Abnormality of the central nervous system
severe pulmonary hypertension	Pulmonary arterial hypertension	HP:0002092	Pulmonary arterial hypertension	1	HP:0002092	next:AUTRE Severe pulmonary hypertension ?	AUTRE	Severe pulmonary hypertension
Severe respiratory disease	Abnormal respiratory system physiology	HP:0002795	Abnormal respiratory system physiology	1	PARENT:HP:0002086	next:AUTRE Abnormal respiratory system morphology ?	AUTRE	Abnormal respiratory system morphology
severe short-limb short stature	Disproportionate short-limb short stature	HP:0008873	Disproportionate short-limb short stature	1	HP:0008873	next:PARENT Severe disproportionate short-limb short stature ?	PARENT	Severe disproportionate short-limb short stature
Severe shortening of the spine	Abnormality of the vertebral column	HP:0000925	Abnormality of the vertebral column	1	HP:0002766	next:AUTRE Short trunk ?	AUTRE	Short trunk
severe speech disability	Delayed speech and language development	HP:0000750	Delayed speech and language development	1	HP:0000750	next:AUTRE Severe speech delay ?	AUTRE	Severe speech delay
Severe speech impairment	Incomprehensible speech	HP:0002546	Incomprehensible speech	1	HP:0000750	next:AUTRE Severe speech delay ?	AUTRE	Severe speech delay
severe spine deformities	Abnormality of the vertebral column	HP:0000925	Abnormality of the vertebral column	1	HP:0002650+HP:0002751	next:AUTRE Severe scoliosis ?	AUTRE	Severe scoliosis
severe upper limb reduction defects	Upper limb undergrowth	HP:0009824	Upper limb undergrowth	1	HP:0006496	next:AUTRE Upper limb reduction defect ?	AUTRE	Upper limb reduction defect
shallow sella turcica	Flat sella turcica	HP:0100857	Flat sella turcica	1	HP:0100857	next:AUTRE Shallow sella turcica ?	AUTRE	Shallow sella turcica
shallow supraorbital bridges	Shallow orbits	HP:0000586	Shallow orbits	1	HP:0009891	next:AUTRE Absent supraorbital ridges ?	AUTRE	Absent supraorbital ridges
Shingles	Recurrent shingles	HP:0032275	Recurrent shingles	1	HP:0032275	next:AUTRE Herpes zoster ?	AUTRE	Herpes zoster
Short 4th and 5th rays of the feet	Short toe	HP:0001831	Short toe	1	HP:0008093+HP:0011917	next:AUTRE Short 4th toe ?	AUTRE	Short 4th toe
short and deformed radius and ulna	Radial bowing	HP:0002986	Radial bowing	1	HP:0002984+HP:0003977	next:AUTRE Abnormality of the radius ?	AUTRE	Abnormality of the radius
short and deformed radius and ulna	Ulnar bowing	HP:0003031	Ulnar bowing	1	HP:0003022	next:AUTRE Abnormality of the ulna ?	AUTRE	Abnormality of the ulna
short and/or missing middle phalanges of fingers and toes II–V	Abnormality of the middle phalanx of the 5th finger	HP:0004219	Abnormality of the middle phalanx of the 5th finger	1	HP:0005819+HP:0003795	next:AUTRE Abnormality of the middle phalanx of the 5th finger ?	AUTRE	Abnormality of the middle phalanx of the 5th finger
Short anteroposterior diameter of the vertebral bodies	Platyspondyly	HP:0000926	Platyspondyly	1	HP:0008473	next:AUTRE Short anteroposterior diameter of the vertebral bodies ?	AUTRE	Short anteroposterior diameter of the vertebral bodies
short deep sacroiliac notch	Narrow sacroiliac notch	HP:0003375	Narrow greater sciatic notch	1	HP:0003185	next:AUTRE Deep sacrosciatic notch ?	AUTRE	Deep sacrosciatic notch
short hands and feet	Short stature	HP:0004322	Short stature	1	HP:0200055+HP:0001773	next:AUTRE Short hand ?	AUTRE	Short hand
Short hands in infancy	Short palm	HP:0004279	Short palm	1	HP:0200055	next:AUTRE Short hand ?	AUTRE	Short hand
Short nasal tip	Short nose	HP:0003196	Short nose	1	PARENT:HP:0000436	next:AUTRE Short nasal tip ?	AUTRE	Short nasal tip
Short notched phalanges	Short phalanges	HP:0009803	Short phalanx of finger	1	HP:0009803	next:AUTRE Notched phalanges ?	AUTRE	Notched phalanges
Short pedicles of vertebral bodies in lumbar region	Abnormal vertebral pedicle morphology	HP:0030277	Abnormal vertebral pedicle morphology	1	HP:0030278	next:AUTRE Short pedicles of vertebral bodies ?	AUTRE	Short pedicles of vertebral bodies
short spatulate great toe	Broad great toe	HP:0010055	Broad hallux	1	HP:0010055+HP:0010109	next:AUTRE Broad hallux ?	AUTRE	Broad hallux
Short spine including neck	Short neck	HP:0000470	Short neck	1	HP:0002766+HP:0000470	next:AUTRE Short trunk ?	AUTRE	Short trunk
Short tongue	Abnormal tongue morphology	HP:0030809	Abnormal tongue morphology	1	PARENT:HP:0030809	next:AUTRE Short tongue ?	AUTRE	Short tongue
Short vertebral bodies	Abnormal form of the vertebral bodies	HP:0003312	Abnormal form of the vertebral bodies	1	HP:0008473	next:AUTRE Short vertebral body ?	AUTRE	Short vertebral body
Short, broad tubular bones of the hand and foot	Short tubular bones of the hand	HP:0001248	Short tubular bones of the hand	1	HP:0001248+HP:0001773	next:AUTRE Broad tubular bones of the hand ?	AUTRE	Broad tubular bones of the hand
short, broad, spatulate distal phalanges	Broad distal phalanx	HP:0009836	Broad distal phalanx of finger	1	HP:0009836	next:AUTRE Broad distal phalanx of finger ?	AUTRE	Broad distal phalanx of finger
Short, dumbbell-shaped long bones with broad, irregular metaphyses	Metaphyseal chondrodysplasia	HP:0005871	Metaphyseal chondrodysplasia	1	HP:0000947+HP:0003025	next:AUTRE Broad metaphyses ?	AUTRE	Broad metaphyses
Short, pudgy hands and feet	Short feet	HP:0001773	Short foot	1	HP:0200055+HP:0001773	next:AUTRE Short hand ?	AUTRE	Short hand
Short, stocky hands	Broad hands	HP:0001169	Broad palm	1	HP:0200055	next:AUTRE Short hand ?	AUTRE	Short hand
Shortening and anterior irregularities of vertebral bodies	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	HP:0004582	next:AUTRE Abnormal vertebral body morphology ?	AUTRE	Abnormal vertebral body morphology
shortening and clefting of the lumbar vertebrae	Vertebral segmentation defect	HP:0003422	Vertebral segmentation defect	1	HP:0008428	next:AUTRE Bifid vertebra ?	AUTRE	Bifid vertebra
Shortening of the lumbar pedicles	Abnormal vertebral pedicle morphology	HP:0030277	Abnormal vertebral pedicle morphology	1	HP:0030278	next:AUTRE Short vertebral pedicles ?	AUTRE	Short vertebral pedicles
shortening of the ulna and radius with fusion	Radial ray deficiency	HP:0006433	Radial ray deficiency	1	HP:0002974+HP:0005773	next:AUTRE Fusion of the radius and ulna ?	AUTRE	Fusion of the radius and ulna
Sickle-cell shaped vertebrae	Abnormal vertebral morphology	HP:0003468	Abnormal vertebral morphology	1	PARENT:HP:0003312	next:AUTRE Sickle-shaped vertebrae ?	AUTRE	Sickle-shaped vertebrae
Signal changes in the pons	Abnormal brainstem MRI signal intensity	HP:0012747	Abnormal brainstem MRI signal intensity	1	HP:0012747	next:AUTRE Abnormal pons MRI signal intensity ?	AUTRE	Abnormal pons MRI signal intensity
