signe	nom_propose	hpo_id	label_hpo	n	choix
suggestive facial dysmorphisms	Dysmorphic facial feature	HP:0001999	Abnormal facial shape	1	HP:0001999
suicide attempts	Suicide behaviors	HP:5200330	Suicide behaviors	1	HP:5200330
sun-sensitive rash	Photosensitivity	HP:0000992	Cutaneous photosensitivity	1	HP:0000992
sun-sensitive, erythematous rash	Photosensitivity	HP:0000992	Cutaneous photosensitivity	1	HP:0000992
Superficial corneal clouding	Corneal clouding	HP:0007957	Corneal opacity	1	HP:0007957
Superficial punctate keratopathy	Punctate keratitis	HP:0011859	Punctate keratitis	1	HP:0011859
superficial ulceration	Skin ulcer	HP:0200042	Skin ulcer	1	
Superficial venous thrombosis	Venous thrombosis	HP:0004936	Venous thrombosis	1	PARENT:HP:0001977
superior and inferior humping of vertebral bodies	Beaking of vertebral bodies	HP:0004568	Beaking of vertebral bodies	1	PARENT:HP:0003312
Superiorly curved clavicles	Undulate clavicles	HP:0010560	Undulate clavicles	1	PARENT:HP:0000889
Superiorly positioned, broad, and poorly epithelialized umbilicus	Superiorly positioned umbilicus	HP:0032511	Superiorly positioned umbilicus	1	PARENT:HP:0001551
supernumerary carpal and tarsal bones	Supernumerary tarsal bone	HP:6000593	Supernumerary tarsal bone	1	PARENT:HP:0001850
Supernumerary digit branching from metacarpal IV	Polydactyly	HP:0010442	Polydactyly	1	PARENT:HP:0011297
Supernumerary metacarpals and metatarsals	Supernumerary metacarpal bones	HP:0005917	Supernumerary metacarpal bones	1	PARENT:HP:0005916
supernumerary preaxial digit	Polydactyly	HP:0010442	Polydactyly	1	PARENT:HP:0011297
Supernumerary upper lateral incisors	Supernumerary teeth	HP:0011069	Supernumerary tooth	1	PARENT:HP:0006483
suppressed plasma renin levels	Decreased circulating renin concentration	HP:0003351	Decreased circulating renin concentration	1	HP:0003351
suppression of erythropoiesis	Erythroid hypoplasia	HP:0012133	Erythroid hypoplasia	1	
suppression-burst EEG pattern	EEG with burst suppression	HP:0010851	EEG with burst suppression	1	
Supra-aortic arch anomalies	Abnormality of the aortic arch	HP:0012303	Abnormal aortic arch morphology	1	HP:0012303
Supra-auricular sinuses	Preauricular sinus	HP:0004467	Preauricular pit	1	HP:0008606
Supraacetabular lateral notches	Abnormal acetabulum morphology	HP:0003170	Abnormal acetabulum morphology	1	PARENT:HP:0001384
Supraacetabular notches	Abnormal acetabulum morphology	HP:0003170	Abnormal acetabulum morphology	1	
supracardiac TAPVD with obstruction	Total anomalous pulmonary venous connection	HP:0005160	Total anomalous pulmonary venous return	1	
supraglottic erythema and edema	Laryngeal edema	HP:0012027	Laryngeal edema	1	
supranuclear facial palsy	Supranuclear gaze palsy	HP:0000605	Supranuclear gaze palsy	1	HP:0010628
supraorbital ridge	Prominent supraorbital ridges	HP:0000336	Prominent supraorbital ridges	1	HP:0000336
Supraspinal hypotonia	Hypotonia	HP:0001252	Hypotonia	1	PARENT:HP:0003808
supraumbilical abdominal wall abnormalities	Abdominal wall defect	HP:0010866	Abdominal wall defect	1	
supraumbilical abdominal wall defect	Abdominal wall defect	HP:0010866	Abdominal wall defect	1	
Supraumbilical abdominal wall defects	Abdominal wall defect	HP:0010866	Abdominal wall defect	1	
Supraumbilical midline wall defect	Abdominal wall defect	HP:0010866	Abdominal wall defect	1	
supraventricular arrythmia	Supraventricular arrhythmia	HP:0005115	Supraventricular arrhythmia	1	HP:0005115
susceptibility to caries	Dental caries	HP:0000670	Carious teeth	1	HP:0000670
susceptibility to periodontal disease	Periodontitis	HP:0000704	Periodontitis	1	HP:0000704
sustained clonus of the lower limbs	Clonus	HP:0002169	Clonus	1	HP:0002169
Sutural closure is markedly delayed	Delayed closure of fontanelles	HP:0000270	Delayed cranial suture closure	1	HP:0000270
sutures close late	Delayed closure of cranial sutures	HP:0000270	Delayed cranial suture closure	1	
Swallow and phonation disorders	Dysphonia	HP:0001618	Dysphonia	1	HP:0001618
Swallow and phonation disorders	Swallowing difficulty	HP:0002015	Dysphagia	1	HP:0002015
swallowing deficits	Dysphagia	HP:0002015	Dysphagia	1	HP:0002015
swallowing disturbance	Swallowing difficulty	HP:0002015	Dysphagia	1	HP:0002015
Swallowing insufficiency	Swallowing difficulty	HP:0002015	Dysphagia	1	HP:0002015
Swallowing issues	Dysphagia	HP:0002015	Dysphagia	1	HP:0002015
Swallowing issues / aspiration	Dysphagia	HP:0002015	Dysphagia	1	HP:0002015
Swallowing problems	Dysphagia	HP:0002015	Dysphagia	1	HP:0002015
Swan necking	Swan neck-like deformities of the fingers	HP:0006150	Swan neck-like deformities of the fingers	1	HP:0006150
sweaty feet odor	Trimethylaminuria	HP:0003614	Trimethylaminuria	1	HP:6001063
Swedish key appearance of the proximal femur	Abnormal proximal femoral metaphysis morphology	HP:0006431	Abnormal proximal femoral metaphysis morphology	1	HP:0033102
Swelling and decreased range of motion of the interphalangeal joints	Joint swelling	HP:0001386	Joint swelling	1	PARENT:HP:0000969
Swelling of digits	Abnormal digit morphology	HP:0011297	Abnormal digit morphology	1	
Swelling of submandibular and cervical lymph nodes	Lymphadenopathy	HP:0002716	Lymphadenopathy	1	HP:0002716
swelling of the fingers and toes	Abnormal digit morphology	HP:0011297	Abnormal digit morphology	1	PARENT:HP:0002813
Swelling of the interphalangeal joints	Joint swelling	HP:0001386	Joint swelling	1	HP:0001386
swelling of the joints in the extremities	Swelling of the joints	HP:0001386	Joint swelling	1	HP:0001386
swelling of the joints of the extremities	Swelling of the joints	HP:0001386	Joint swelling	1	HP:0001386
swellings in muscles, tendons, aponeuroses, and fasciae	Heterotopic ossification	HP:0011986	Ectopic ossification	1	PARENT:HP:0011849
Swirling streaky skin lesions	Reticulated skin pigmentation	HP:0007427	Reticulated skin pigmentation	1	HP:0007427
swollen nipples	Abnormal nipple morphology	HP:0004404	Abnormal nipple morphology	1	
swollen skin	Edema	HP:0000969	Edema	1	HP:0000969
Symmetric amyotrophy of the small muscles of hands and feet	Muscle atrophy of hand	HP:0009130	Hand muscle atrophy	1	HP:0003693
Symmetric atrophy and wasting of proximal limb and trunk muscles	Muscle atrophy	HP:0003202	Skeletal muscle atrophy	1	PARENT:HP:0007126
Symmetric atrophy of muscles below the knee	Distal lower limb amyotrophy	HP:0008944	Distal lower limb amyotrophy	1	HP:0008944
symmetric generalized muscle weakness	Muscle weakness	HP:0001324	Muscle weakness	1	PARENT:HP:0003324
Symmetric involvement of limbs	Aplasia/hypoplasia of the extremities	HP:0009815	Aplasia/hypoplasia of the extremities	1	NON
Symmetric limb contractures	Arthrogryposis multiplex congenita	HP:0002804	Arthrogryposis multiplex congenita	1	
Symmetric painless swelling of the cheeks	Facial swelling	HP:0000282	Facial edema	1	HP:0000282
Symmetric shortening of the long bones	Short long bone	HP:0003026	Short long bone	1	HP:0003026
symmetric spastic tetraparesis	Spastic tetraparesis	HP:0001285	Spastic tetraparesis	1	HP:0001285
symmetric T2 hyperintensities involving the basal ganglia, thalami, and cerebellar dentate nuclei	Abnormality of the basal ganglia	HP:0002134	Abnormal basal ganglia morphology	1	HP:0002134
symmetric T2 hyperintensities involving the basal ganglia, thalami, and cerebellar dentate nuclei	Abnormality of the thalamus	HP:0010663	Abnormal thalamus morphology	1	HP:0010663
symmetric T2-weighted and FLAIR hyperintensities in the caudate and putamen	Abnormality of the caudate nucleus	HP:0002339	Abnormal caudate nucleus morphology	1	HP:0002339
symmetric weakness	Proximal muscle weakness	HP:0003701	Proximal muscle weakness	1	PARENT:HP:0001324
Symmetric, predominantly high-frequency sensorineural hearing loss (SNHL) that is progressive across all frequencies	Sensorineural hearing impairment	HP:0000407	Sensorineural hearing impairment	1	PARENT:HP:0000365
Symmetrical constrictions imitating amniotic bands	Amniotic constriction ring	HP:0009775	Amniotic constriction ring	1	HP:0009775
symmetrical ectrodactyly of hands and feet	Ectrodactyly	HP:0100257	Ectrodactyly	1	
symmetrical flaccid paresis limited to the upper extremities	Upper limb muscle weakness	HP:0003484	Upper limb muscle weakness	1	
symmetrical joint stiffness	Joint stiffness	HP:0001387	Joint stiffness	1	HP:0001387
Symmetrical multilocular radiolucent lesions of the mandible and often the maxilla	Abnormal maxilla morphology	HP:0000326	Abnormal maxilla morphology	1	PARENT:HP:0000277
symmetrical preaxial polysyndactyly of the feet	Preaxial polydactyly	HP:0100258	Preaxial polydactyly	1	
symmetrical severe muscle weakness	Muscle weakness	HP:0001324	Muscle weakness	1	
Symmetrical severe syndactyly of the feet	Syndactyly of feet	HP:0001770	Toe syndactyly	1	HP:0001770
Symmetrical severe syndactyly of the hands	Syndactyly	HP:0001159	Syndactyly	1	PARENT:HP:0006101
Symphalangism of index finger	Second finger symphalangism	HP:0009545	Second finger symphalangism	1	HP:0009545
symphalangism of the middle and distal phalanges	Toe symphalangism	HP:0010179	Toe symphalangism	1	HP:0010179
Symphalangism with missing interphalangeal creases	Absent interphalangeal creases	HP:0006109	Absent phalangeal crease	1	HP:0009700+HP:0006109
Symptomatic bradyarrhythmias requiring cardiac pacemakers	Bradycardia	HP:0001662	Bradycardia	1	HP:0001662
symptomatic bradycardia	Bradycardia	HP:0001662	Bradycardia	1	HP:0001662
symptomatic epilepsy	Symptomatic seizures	HP:0011145	Symptomatic seizures	1	
symptomatic hypoglycemia	Hypoglycemia	HP:0001943	Hypoglycemia	1	
symptomatic hypotension	Hypotension	HP:0002615	Hypotension	1	
symptomatic optic glioma	Optic glioma	HP:0009734	Optic nerve glioma	1	HP:0009734
symptomatic spinal neurofibromas	Spinal neurofibroma	HP:0009735	Spinal neurofibroma	1	HP:0009735
Symptomatic strokes	Stroke	HP:0001297	Stroke	1	HP:0001297
Synchronous spikes on EEG	Abnormal EEG	HP:0002353	EEG abnormality	1	HP:0012000
Synchronous tumors	Neoplasm	HP:0002664	Neoplasm	1	NON
syncopal episodes	Syncope	HP:0001279	Syncope	1	HP:0001279
syndactylia of the tips	Syndactyly	HP:0001159	Syndactyly	1	
Syndactyly between index and middle fingers	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly between second and third toes	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0004691
syndactyly between thumb and index finger	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly fingers 3 and 4	3-4 finger osseus syndactyly	HP:0006097	3-4 finger osseus syndactyly	1	HP:0011939
Syndactyly III/IV/V in homozygous individuals	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly involving digits IV and V	4-5 finger cutaneous syndactyly	HP:0010705	4-5 finger cutaneous syndactyly	1	HP:0010705
Syndactyly involving finger V	Finger syndactyly	HP:0006101	Finger syndactyly	1	HP:0006101
syndactyly of all fingers and nail fusion	Abnormality of the nail	HP:0001597	Abnormal nail morphology	1	HP:0005650
syndactyly of bilateral 2nd-3rd toes	Syndactyly of toes	HP:0001770	Toe syndactyly	1	
syndactyly of digits II–V	2-5 finger cutaneous syndactyly	HP:0005650	2-5 finger cutaneous syndactyly	1	HP:0005650
syndactyly of digits two and three of the hand	2-3 finger cutaneous syndactyly	HP:0001233	2-3 finger cutaneous syndactyly	1	HP:0001233
Syndactyly of fingers and toes	Syndactyly	HP:0001159	Syndactyly	1	HP:0001159
Syndactyly of fingers and toes	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0001770
Syndactyly of fingers and/or toes	Syndactyly	HP:0001159	Syndactyly	1	HP:0001159
syndactyly of fingers II/III	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly of fingers III and IV	Finger syndactyly	HP:0006101	Finger syndactyly	1	HP:0006101
syndactyly of fingers II–III and III–IV	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly of fourth and fifth fingers	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly of hands	Finger syndactyly	HP:0006101	Finger syndactyly	1	HP:0006101
syndactyly of left 5th-6th toes	Syndactyly of toes	HP:0001770	Toe syndactyly	1	
Syndactyly of second and third fingers	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
syndactyly of the digits	Syndactyly	HP:0001159	Syndactyly	1	HP:0001159
syndactyly of the hands and feet	Syndactyly of foot	HP:0001770	Toe syndactyly	1	HP:0001159
syndactyly of the remaining digits	Syndactyly	HP:0001159	Syndactyly	1	HP:0001159
Syndactyly of the second and third fingers	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly of the third and fourth finger	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly of the third and fourth toe	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0001770
Syndactyly of the ulnar ray	Syndactyly	HP:0001159	Syndactyly	1	HP:0001159
Syndactyly of third and fourth fingers	Syndactyly of fingers	HP:0006101	Finger syndactyly	1	HP:0006101
Syndactyly of third and fourth toes	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0001770
syndactyly of toes 2 and 3	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0001770
syndactyly of toes 2-3 and/or 4-5	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0001770
syndactyly of toes III–IV	Syndactyly of toes	HP:0001770	Toe syndactyly	1	HP:0001770
Syndactyly toes 1 to 3	1-3 toe syndactyly	HP:0001459	1-3 toe syndactyly	1	HP:0001459
Syndromic facies	Dysmorphic facial feature	HP:0001999	Abnormal facial shape	1	
Synechiae	Anterior synechiae of the anterior chamber	HP:0011483	Anterior synechiae of the anterior chamber	1	HP:0011483
Synergistic divergence	Exodeviation	HP:0020049	Exodeviation	1	NON
Synkinesia	Synkinesis	HP:0034980	Synkinesis	1	HP:0034980
Synonychia	Anonychia	HP:0001798	Anonychia	1	PARENT:HP:0001597
synostosis between calcaneus and talus	Talocalcaneal synostosis	HP:0005682	Talocalcaneal synostosis	1	
synostosis between tibia and fibula	Proximal tibial and fibular fusion	HP:0005892	Proximal tibial and fibular fusion	1	HP:0005892
Synostosis of adjacent distal phalanges	Finger symphalangism	HP:0009700	Finger symphalangism	1	HP:0001204
synostosis of interphalangeal joints	Synostosis of joints	HP:0100240	Synostosis of joints	1	HP:0100240
Synostosis of multiple sutures	Craniosynostosis	HP:0001363	Craniosynostosis	1	HP:0001363
synostosis of other sutures	Craniosynostosis	HP:0001363	Craniosynostosis	1	HP:0001363
Synostosis of sagittal, metopic, coronal, and lambdoid sutures	Craniosynostosis	HP:0001363	Craniosynostosis	1	HP:0001363
Synostosis of talus, calcaneus, cuboid, and navicular bones	Tarsal synostosis	HP:0008368	Tarsal synostosis	1	HP:0008368
Synostosis/malformation of tarsals	Tarsal synostosis	HP:0008368	Tarsal synostosis	1	HP:0008368
Syringomyelia-like neuropathy	Syringomyelia	HP:0003396	Syringomyelia	1	HP:0009830
Systemic amyloidosis	Amyloid deposition	HP:0011034	Amyloid deposition	1	
Systemic bone infarctions	Bone infarction	HP:0010885	Avascular necrosis	1	HP:0010885
Systemic neutrophilic panniculitis	Panniculitis	HP:0012490	Panniculitis	1	HP:0012490
systemic vasculitis	Vasculitis	HP:0002633	Vasculitis	1	
Systolic dysfunction	Global systolic dysfunction	HP:0005185	Global systolic dysfunction	1	HP:0005185
systolic murmur on heart	Heart murmur	HP:0030148	Heart murmur	1	
T cell deficiency	Decreased total T cell count	HP:0005403	Decreased total T cell count	1	HP:0005403
T lymphocyte dysfunction	Abnormal T cell physiology	HP:0011840	Abnormal T cell physiology	1	HP:0011840
T wave abnormalities	Abnormal T-wave	HP:0005135	Abnormal T-wave	1	
T-cell immunodeficiency	Cellular immunodeficiency	HP:0005374	Cellular immunodeficiency	1	HP:0011840
T2 hyperintense signal in the basal ganglia, especially putamen and globus pallidus (88% of affected individuals)	Abnormality of the basal ganglia	HP:0002134	Abnormal basal ganglia morphology	1	HP:0012751
T2 hyperintensity and necrosis in the caudate and putamen	Striatal T2 hyperintensity	HP:0031206	Striatal T2 hyperintensity	1	HP:0031206
T2 hyperintensity in the basal ganglia	Abnormality of the basal ganglia	HP:0002134	Abnormal basal ganglia morphology	1	HP:0012751
T2 hyperintensity in the cerebellar cortex	T2 hyperintense cerebellar lesion	HP:6000416	T2 hyperintense cerebellar lesion	1	HP:6000416
T2-weighted hyperintensities	Abnormal brain morphology	HP:0012443	Abnormal brain morphology	1	HP:0012751
T2-weighted hyperintensities in the basal ganglia and brain stem	Abnormality of the basal ganglia	HP:0002134	Abnormal basal ganglia morphology	1	HP:0012751
T2-weighted hyperintensity in the posterior columns	Abnormal spinal cord dorsal column morphology	HP:0011397	Abnormal spinal cord dorsal column morphology	1	HP:0011397
T4+ cell depletion	Decreased CD4+ T cell proportion	HP:0032218	Decreased CD4+ T cell proportion	1	HP:0032218
tachyarrhythmias	Tachycardia	HP:0001649	Tachycardia	1	HP:0001649
tactile defensiveness	Sensory hypersensitivity	HP:5200058	Sensory hypersensitivity	1	
Tactile grasp	Grasp reflex	HP:0030903	Grasp reflex	1	HP:0030903
Tail-​like appendage overlying the sacrum	Caudal appendage	HP:0002825	Caudal appendage	1	HP:0002825
